Name,Team,PA,FF,wFT/C,FC,FS,wFO/C,SI,SL,CU,wKC/C,wEP/C,CH,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Michael Harris II","ATL",641,-0.5234274743985728,,3.0589479978392724,-1.049337801725968,7.742337584495544,-3.05275979794954,-1.0735109037623969,3.803839656592763,-3.316424290339152,,-0.5011050001023307,,,"Michael Harris II",25931,671739
"Riley Greene","DET",655,-0.3287362553062239,,1.466010898523937,0.08252681499080998,,-0.466735879858057,2.084660422208622,1.4991079520316146,-1.945314363197044,-10.853799432516098,0.35994090895721875,,,"Riley Greene",25976,682985
"Gunnar Henderson","BAL",651,1.606201998730923,,-0.7678158871539227,-0.054620214282198154,,-0.151550890219332,0.6371796636258141,-0.4654124451144306,2.51487604407377,46.637773513793945,0.4827542491378536,,,"Gunnar Henderson",26289,683002
"Josh Jung","TEX",511,-0.8429221536630015,,-0.8976979181170464,4.392900731828478,,-0.8165561915123225,-1.3482945168066605,1.4177026531913064,1.42602211442487,-29.58034873008728,0.9857417624673727,,,"Josh Jung",26299,673962
"Michael Busch","CHC",592,1.3601818529503171,,1.988037212474926,1.5527094037909257,,-1.210325793044208,0.8887313995040766,1.0000882461724594,4.114751352204217,5.241804718971252,3.9297783423049246,,,"Michael Busch",26319,683737
"Spencer Steer","CIN",568,-0.4206743288400492,,0.2761022824990122,0.7852547842523326,,-1.919369591606988,1.0337968744656456,-0.25003881290041163,-3.528741671114552,7.378960400819778,3.013496765723595,,,"Spencer Steer",26323,668715
"Agustín Ramírez","MIA",585,0.49261173915341905,,-1.7340805706561813,5.9306942499600925,-5.4223716259002686,-1.4529307295636433,-0.7256146250998953,-1.4176578135103792,-0.2655351205783732,14.697108268737793,0.08079240768413826,,,"Agustin Ramirez",26546,682663
"Elly De La Cruz","CIN",699,1.0612110225158764,,0.24157969782195116,-2.581665598112961,,0.1151220126299081,-0.02251096837254553,-0.0636111819342281,-2.1793924059186662,-0.7902901619672775,0.549046654103921,,,"Elly De La Cruz",26668,682829
"Spencer Torkelson","DET",649,1.5176971086108957,,-1.3379167375110446,-3.6245233872357536,,-0.29194170714824397,-0.518960579459389,0.7336678604284923,0.17068565443710046,23.318888247013092,2.7513341036709873,,,"Spencer Torkelson",27465,679529
"Tyler Soderstrom","ATH",624,0.27220727802441225,,0.2645923287828983,1.5071776390075684,10.199689865112305,-0.41581225264203414,0.7666570560954442,2.1420410517099744,-0.5718520054450402,,1.1830176006663928,,,"Tyler Soderstrom",27467,691016
"Masyn Winn","STL",537,-0.270053717467162,,-1.364886447003013,1.381801724433899,,-1.1003133432189032,-0.3637004332108931,-2.6796587815521455,-2.6811981812501564,-8.47879449526469,0.985805269633754,,,"Masyn Winn",27479,691026
"Alec Burleson","STL",546,0.31279552453173576,,-1.4919041087792355,2.653084616912039,13.203151027361551,-0.6043678740175759,2.0554564339773993,1.1610346504404574,2.9838747448391385,6.389373540878296,0.5807331775097136,,,"Alec Burleson",27615,676475
"Anthony Volpe","NYY",596,-0.5647372200851041,,1.3291824491400468,-1.1738965908686319,,-0.4281822859385367,-1.0682591250245,-0.3296239486593284,-6.69679713971687,,-1.5443756960440373,,,"Anthony Volpe",27647,683011
"Vinnie Pasquantino","KCR",682,0.12635641460177266,,1.4358607734121926,-1.2642621994018555,-6.116937100887299,0.16737590333829425,1.0010437388996503,1.289990009405674,-0.5202061363628933,,1.0322093262391931,,,"Vinnie Pasquantino",27676,686469
"Pete Crow-Armstrong","CHC",647,-0.5035862817869082,,3.5499884758466558,-4.766753924790249,,0.3072173737767917,-0.30990030084337505,3.9527037753117993,-1.9830996575562851,11.030633449554443,1.4901971648522905,,,"Pete Crow-Armstrong",27769,691718
"Junior Caminero","TBR",653,2.7521934367202956,,-2.4677206616882885,-0.856930265824,,-0.5258640703165307,1.0279536800001283,2.49513914418775,-0.6846536730611047,5.300348252058029,-1.107076787755557,,,"Junior Caminero",28163,691406
"Jackson Chourio","MIL",589,-0.6681147722647466,,-1.4622091595592395,8.538012755544562,,-0.9929665074958502,1.3510540553501675,-1.195325830887104,-3.908159488286728,,5.903505242389182,,,"Jackson Chourio",28806,694192
"James Wood","WSN",689,1.0234020868129319,,3.7057134840223522,2.6436944629835044,-7.381686568260193,1.2835970379057384,-0.12255234940273983,-0.10364607493584088,0.7177459076046944,,-0.4170292882776972,,,"James Wood",29518,695578
"Ben Rice","NYY",530,-0.05564393737949364,,2.259964644908905,3.381671568359992,,0.7550456694194249,0.3249579374488977,1.8953864679396526,-2.7120097478230796,,0.06417630483274875,,,"Ben Rice",29576,700250
"Sal Frelick","MIL",594,0.1521921596644115,,-2.733692169189453,2.545945797491511,23.451924324035645,0.41950551957046434,0.975999997803946,-0.12701322447578864,4.186095910913804,-23.571990430355072,2.8356185538231293,,,"Sal Frelick",29622,686217
"Caleb Durbin","MIL",506,-0.5013266422820557,,-0.03792610987434237,-0.64176423796292,-21.370044350624084,0.7196947690602895,0.14635118547938925,1.8044355347400576,1.7949598176138744,27.56156325340271,-0.929606071224919,,,"Caleb Durbin",29646,702332
"Matt McLain","CIN",577,0.4300451475726672,,0.2879175066037942,-3.3394253443157864,,-1.2645859983873713,-1.5979599918491356,-0.8519187658846735,1.890386067903959,46.637773513793945,0.3560564649386669,,,"Matt McLain",29695,680574
"Hunter Goodman","COL",579,0.22295516946614263,,-0.24085669022686074,0.9919400131979654,3.726886348290877,0.2674699027672955,0.9766669983559467,2.365171975929644,1.1752116244013717,-21.707597374916077,2.398861009021138,,,"Hunter Goodman",29715,696100
"Kyle Manzardo","CLE",531,0.4202085047381163,,-2.329966926574707,1.8868904435232783,,-2.141056134719257,1.381477897549853,1.724394162495931,0.6735945085309587,,0.16159483643828845,,,"Kyle Manzardo",29794,700932
"Seiya Suzuki","CHC",651,0.18789650284670253,,0.030277706313841416,7.3978195385057095,,0.46750351234718607,-0.23523940567553742,0.760773166281278,0.8056450180891083,-21.39546424150467,2.1388539561518916,,,"Seiya Suzuki",30116,673548
"Zach Neto","LAA",554,0.26956397669794113,,3.495523633336174,-0.7553664701325553,6.766472011804581,0.1718154391356274,-0.1280598757037827,0.36693407248144283,-1.5168187569598761,,1.494380123707471,,,"Zach Neto",31347,687263
"Jordan Beck","COL",588,0.9282281256129599,,0.4613230500040175,0.9500568875899682,-6.636425427028112,-0.29872824506061835,-0.7241695326445435,-0.8492643182927911,-1.3383608038832502,,1.9886468419965528,,,"Jordan Beck",31431,687597
"Brooks Lee","MIN",527,1.2806212301734539,,-0.8977329955910737,-0.9994837512140688,,0.21212979297805987,-3.2197301586469016,1.0948215055903163,-1.9870910379621718,-10.853798687458038,-2.1497365869121787,,,"Brooks Lee",31595,686797
"Jackson Holliday","BAL",649,-0.9827153795689597,,-2.390711823689569,-0.22318469835262675,,0.2536179953151279,1.4344538557585946,1.370467573909436,-1.9080713391304016,61.85978651046753,0.37624190097253757,,,"Jackson Holliday",31781,702616
"Nolan Schanuel","LAA",564,0.49994541319790264,,1.4509069989299217,0.2363458275794983,,0.7566901656600449,-0.2915400674898331,-0.5606014051555116,-0.7058490772505064,,-1.0642055589325574,,,"Nolan Schanuel",33189,694384
"Jung Hoo Lee","SFG",617,0.44372400393379813,,0.9582437929652986,1.1252819038018949,-6.244404911994934,0.35203612462991674,0.3479490070296383,-0.340969677557025,0.6624088837550237,4.815428331494331,0.5973219871520996,,,"Jung Hoo Lee",33824,808982
